DATETIME,Body of Water Name,DataContact,LAT,LONG,Secchi Depth (m),Total Nitrogen (ug/L),Total Phosphorus (ug/L),Total Chlorophyll a (ug/L),Microcystin (ug/L),Maximum Depth (m),Mean Depth (m),Surface Temperature (degrees celsius),NO3 NO2 (mg/L),Lat ,Altitude (m),Sampling Depth (m),Thermocline Depth (m),Epilimnetic Temperature (degrees celsius),NH4 (mg/L),PO4 (ug/L),Total Chlorophyll b (ug/L),Zeaxanthin (ug/L),Diadinoxanthin (ug/L),Fucoxanthin (ug/L),Diatoxanthin (ug/L),Alloxanthin (ug/L),Peridinin (ug/L),Total Chlorophyll c2 (ug/L),Echinenone (ug/L),Lutein (ug/L),Violaxanthin (ug/L),Microcystin YR (ug/L),Microcystin dmRR (ug/L),Microcystin RR (ug/L),Microcystin dmLR (ug/L),Microcystin LR (ug/L),Microcystin LY (ug/L),Microcystin LW (ug/L),Microcystin LF (ug/L),Nodularin (ug/L),Cytotoxin Cylindrospermopsin (ug/L),Neurotoxin Anatoxin-a (ug/L),TN:TP,Microcystin:Chlorophyll a,MC Percent Change
9/23/06 0:00,Bivans Arm,Dana Stephens,29.6241167,-82.343867,0.3048,2690,206.333333,107.666667,0.07979847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.03715673,0.000741162,-0.207348261
11/30/06 0:00,Bivans Arm,Dana Stephens,29.6241167,-82.343867,0.24384,2836.66667,223.666667,111.333333,0.06939975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.68256333,0.000623351,-0.130312273
1/22/06 0:00,Little Orange,Dana Stephens,29.5772222,-82.056944,0.87376,996.666667,143.666667,4,0.06089009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.937354975,0.015222523,0
3/18/06 0:00,Little Orange,Dana Stephens,29.5772222,-82.056944,0.9144,1020,127.333333,4.33333333,0.06861921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.010471225,0.015835202,0.126935598
5/21/06 0:00,Little Orange,Dana Stephens,29.5772222,-82.056944,0.6096,1030,132.333333,7.33333333,0.00244496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.783375334,0.000333404,-0.964369161
7/30/06 0:00,Little Orange,Dana Stephens,29.5772222,-82.056944,0.94488,910,131.333333,9,0.05957109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.928934028,0.00661901,23.36485259
9/17/06 0:00,Little Orange,Dana Stephens,29.5772222,-82.056944,1.09728,906.666667,111.666667,10.3333333,0.03817592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.119402964,0.003694444,-0.359153576
2/28/06 0:00,Little Santa Fe,Dana Stephens,29.7708056,-82.092722,1.15824,920,20.3333333,2,0.10591314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.24590171,0.05295657,0
4/26/06 0:00,Little Santa Fe,Dana Stephens,29.7708056,-82.092722,1.04648,753.333333,14.6666667,4,0.03186768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.36363622,0.00796692,-0.699114954
5/23/06 0:00,Little Santa Fe,Dana Stephens,29.7708056,-82.092722,1.04648,793.333333,16.3333333,11,0.02919949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.57142865,0.002654499,-0.083727149
7/24/06 0:00,Little Santa Fe,Dana Stephens,29.7708056,-82.092722,1.31064,686.666667,20,15.3333333,0.03316062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.33333335,0.002162649,0.135657506
9/20/06 0:00,Little Santa Fe,Dana Stephens,29.7708056,-82.092722,1.61544,616.666667,13.3333333,10.3333333,0.05749267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.25000014,0.005563807,0.733763422
12/10/06 0:00,Little Santa Fe,Dana Stephens,29.7708056,-82.092722,1.6764,606.666667,14.6666667,6,0.07128131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.36363629,0.011880218,0.239833008
1/24/06 0:00,Lochloosa,Dana Stephens,29.5173889,-82.122917,0.6477,1317.5,87.25,17,0.09685339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.10028653,0.005697258,0
3/20/06 0:00,Lochloosa,Dana Stephens,29.5173889,-82.122917,0.54102,1270,117.75,22.25,0.29229229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.78556263,0.013136732,2.017883938
5/18/06 0:00,Lochloosa,Dana Stephens,29.5173889,-82.122917,0.63246,1422.5,148.5,26.25,1.63002744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.579124579,0.062096283,4.576703511
6/27/06 0:00,Lochloosa,Dana Stephens,29.5173889,-82.122917,0.89916,1307.5,149.75,62.5,0.41114296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.731218698,0.006578287,-0.747769301
7/26/06 0:00,Lochloosa,Dana Stephens,29.5173889,-82.122917,0.96012,957.5,149,26.25,0.05859949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.426174497,0.002232362,-0.857471742
9/27/06 0:00,Lochloosa,Dana Stephens,29.5173889,-82.122917,0.76962,1382.5,92.75,54.25,0.19637134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.90566038,0.003619748,2.351075922
11/28/06 0:00,Lochloosa,Dana Stephens,29.5173889,-82.122917,0.86106,1192.5,60.25,37.5,0.08770188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.79253112,0.002338717,-0.553387577
2/28/06 0:00,Melrose Bay,Dana Stephens,29.7160833,-82.053083,1.3716,693.333333,16.6666667,8.66666667,0.07199451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5999999,0.008307059,0
4/26/06 0:00,Melrose Bay,Dana Stephens,29.7160833,-82.053083,1.3716,686.666667,19,4.66666667,0.06801209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.14035089,0.014574019,-0.055315607
5/23/06 0:00,Melrose Bay,Dana Stephens,29.7160833,-82.053083,1.2192,690,17,11,0.05734148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.58823529,0.005212862,-0.156892841
7/24/06 0:00,Melrose Bay,Dana Stephens,29.7160833,-82.053083,1.8288,610,16.6666667,18,0.06406451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.59999993,0.003559139,0.117245491
9/20/06 0:00,Melrose Bay,Dana Stephens,29.7160833,-82.053083,1.81864,603.333333,13.6666667,12.6666667,0.03859646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.14634133,0.003047089,-0.397537576
12/10/06 0:00,Melrose Bay,Dana Stephens,29.7160833,-82.053083,1.8288,560,12.6666667,6.33333333,0.05614189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2105262,0.008864509,0.454586509
3/14/06 0:00,Mize,Dana Stephens,29.73275,-82.219983,0.90424,643.333333,19.3333333,6.33333333,0.02604455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.27586211,0.004112297,0
8/16/06 0:00,Mize,Dana Stephens,29.73275,-82.219983,2.32664,396.666667,10,4,0.03325292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6666667,0.00831323,0.276770764
1/31/06 0:00,Newnan,Dana Stephens,29.6321944,-82.222278,0.41656,1556.66667,98,46.3333333,0.23181303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.88435378,0.005003159,0
4/14/06 0:00,Newnan,Dana Stephens,29.6321944,-82.222278,0.39624,2506.66667,158,153,1.65964091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.86497892,0.010847326,6.159394405
6/22/06 0:00,Newnan,Dana Stephens,29.6321944,-82.222278,0.58928,1786.66667,114.333333,37.3333333,0.0953663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.62682223,0.002554454,-0.942537992
7/15/06 0:00,Newnan,Dana Stephens,29.6321944,-82.222278,0.4572,2146.66667,151,89.6666667,0.40549344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.21633556,0.004522232,3.251957348
9/19/06 0:00,Newnan,Dana Stephens,29.6321944,-82.222278,0.4572,2540,154,97,0.50665011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.49350649,0.005223197,0.249465614
11/27/06 0:00,Newnan,Dana Stephens,29.6321944,-82.222278,0.24384,4110,230.333333,190.666667,1.98309754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8437048,0.010400861,2.914136207
1/24/06 0:00,Orange,Dana Stephens,29.4638611,-82.181111,0.6858,1632.5,159.75,17.25,0.16185661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.21909233,0.009382992,0
3/20/06 0:00,Orange,Dana Stephens,29.4638611,-82.181111,0.64008,1520,199.5,22.25,0.10549212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.619047619,0.004741219,-0.348237184
5/18/06 0:00,Orange,Dana Stephens,29.4638611,-82.181111,0.6096,1772.5,209.25,16.75,0.23598086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.470728793,0.01408841,1.236952485
6/27/06 0:00,Orange,Dana Stephens,29.4638611,-82.181111,0.9144,1612.5,206.5,36.5,0.3428104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.808716707,0.009392066,0.452704257
7/26/06 0:00,Orange,Dana Stephens,29.4638611,-82.181111,0.98298,1410,153.75,30.75,0.97745295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.170731707,0.031787088,1.851293164
9/27/06 0:00,Orange,Dana Stephens,29.4638611,-82.181111,0.67056,1910,94.75,68.25,2.3945014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.15831135,0.03508427,1.449735714
11/28/06 0:00,Orange,Dana Stephens,29.4638611,-82.181111,0.85344,1507.5,54.75,26,0.44902135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.53424658,0.017270052,-0.812478143
4/26/06 0:00,Santa Fe,Dana Stephens,29.7386667,-82.07225,1.4732,660,15.3333333,6,0.08604672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.04347835,0.01434112,0
5/23/06 0:00,Santa Fe,Dana Stephens,29.7386667,-82.07225,1.28016,660,15,9.33333333,0.01884411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0.002019012,-0.781001414
7/24/06 0:00,Santa Fe,Dana Stephens,29.7386667,-82.07225,1.6764,626.666667,14.6666667,9.66666667,0.03580522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.72727265,0.003703988,0.900074878
9/20/06 0:00,Santa Fe,Dana Stephens,29.7386667,-82.07225,1.9812,613.333333,13.6666667,10.3333333,0.03782595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.87804865,0.003660576,0.056436743
12/10/06 0:00,Santa Fe,Dana Stephens,29.7386667,-82.07225,1.8288,570,12.3333333,5,0.02519556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.21621634,0.005039112,-0.333908071
5/26/06 0:00,Wauberg,Dana Stephens,29.5301111,-82.300483,0.39624,3180,238,229.666667,4.53069665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.36134454,0.019727271,0
10/25/06 0:00,Wauberg,Dana Stephens,29.5301111,-82.300483,0.39624,2846.66667,141,161.333333,3.4225063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.18912532,0.021213882,-0.244596016
12/27/06 0:00,Wauberg,Dana Stephens,29.5301111,-82.300483,0.4572,3036.66667,169.333333,123.666667,3.12971642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.93307092,0.02530768,-0.085548383
2/25/06 0:00,Sampson,Dana Stephens,29.9256389,-82.190278,0.762,903.333333,36,13.3333333,0.11151458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.09259258,0.008363594,0
3/28/06 0:00,Sampson,Dana Stephens,29.9256389,-82.190278,0.5588,940,41,7.33333333,0.03672305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.92682927,0.005007689,-0.670688353
5/21/06 0:00,Sampson,Dana Stephens,29.9256389,-82.190278,0.8636,883.333333,40.3333333,6.66666667,0.01207134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.90082646,0.001810701,-0.671287107
7/29/06 0:00,Sampson,Dana Stephens,29.9256389,-82.190278,1.27,706.666667,25,9,0.04672569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.26666668,0.005191743,2.87079562
9/24/06 0:00,Sampson,Dana Stephens,29.9256389,-82.190278,1.6256,680,20,7,0.02666329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0.003809041,-0.429365516
11/28/06 0:00,Sampson,Dana Stephens,29.9256389,-82.190278,1.7272,533.333333,19,3,0.04732763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.07017542,0.015775877,0.775010886
6/1/06 0:00,Cliff,Dana Stephens,26.1059444,-80.131167,1.9304,610,22.6666667,6,0.02734769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.91176467,0.004557948,0
7/1/06 0:00,Cliff,Dana Stephens,26.1059444,-80.131167,0.9144,796.666667,42,37,0.03112571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.96825398,0.000841235,0.138147683
9/1/06 0:00,Cliff,Dana Stephens,26.1059444,-80.131167,1.778,873.333333,37.3333333,11.6666667,0.04912657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.39285715,0.004210849,0.578327691
11/6/06 0:00,Cliff,Dana Stephens,26.1059444,-80.131167,2.2352,760,29.6666667,2.66666667,0.04971993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6179775,0.018644974,0.012078189
7/12/06 0:00,Delevoe,Dana Stephens,26.1255556,-80.174639,1.6764,553.333333,17.6666667,6.33333333,0.03231884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.32075464,0.005102975,0
5/31/06 0:00,Helen,Dana Stephens,26.1396944,-80.104028,,525,15.5,6,0.01634865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.87096774,0.002724775,0
8/31/06 0:00,Helen,Dana Stephens,26.1396944,-80.104028,,575,22.5,6.5,0.02346214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.55555556,0.00360956,0.435111768
7/23/06 0:00,Markham,Dana Stephens,26.13375,-80.354633,1.2192,1210,6.33333333,8.33333333,0.06511158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.0526317,0.00781339,0
5/31/06 0:00,North,Dana Stephens,26.1404,-80.103983,,630,25.5,10,0.0394841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.70588235,0.00394841,0
8/31/06 0:00,North,Dana Stephens,26.1404,-80.103983,,600,20,8,0.02407481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0.003009351,-0.390265702
7/30/06 0:00,Royal Palm,Dana Stephens,26.1080278,-80.243528,2.4384,966.666667,10,7.33333333,0.03268011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.6666667,0.004456379,0
5/28/06 0:00,Windermere,Dana Stephens,26.0516667,-80.174167,3.7592,303.333333,5.66666667,1.33333333,0.03246225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.52941167,0.024346688,0
1/14/06 0:00,Floral City,Dana Stephens,28.7590667,-82.282483,1.7272,920,20,10.3333333,0.06231247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0.006030239,0
4/14/06 0:00,Floral City,Dana Stephens,28.7590667,-82.282483,1.68656,926.666667,25.6666667,10,0.12110694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.10389607,0.012110694,0.943542601
6/14/06 0:00,Floral City,Dana Stephens,28.7590667,-82.282483,1.3716,1040,29.6666667,18,0.1124039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.05617974,0.006244661,-0.071862438
7/14/06 0:00,Floral City,Dana Stephens,28.7590667,-82.282483,1.70688,906.666667,26,13.6666667,0.05674144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.87179488,0.004151813,-0.495200433
2/23/06 0:00,Fort Cooper,Dana Stephens,28.8044833,-82.303867,2.9464,576.666667,7.33333333,1,0.07348444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.63636372,0.07348444,0
4/20/06 0:00,Fort Cooper,Dana Stephens,28.8044833,-82.303867,2.8956,686.666667,7.33333333,1.33333333,0.05282435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.63636372,0.039618263,-0.281149179
6/19/06 0:00,Fort Cooper,Dana Stephens,28.8044833,-82.303867,2.4384,660,8.33333333,1.66666667,0.05644514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.20000003,0.033867084,0.068543957
7/24/06 0:00,Fort Cooper,Dana Stephens,28.8044833,-82.303867,2.5908,733.333333,7.66666667,2,0.08080994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.65217383,0.04040497,0.431654523
10/20/06 0:00,Fort Cooper,Dana Stephens,28.8044833,-82.303867,,766.666667,5.66666667,3.66666667,0.04905311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.2941176,0.013378121,-0.39298173
11/28/06 0:00,Fort Cooper,Dana Stephens,28.8044833,-82.303867,,713.333333,4.66666667,1.33333333,0.06001872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.8571427,0.04501404,0.223545663
1/4/06 0:00,Henderson,Dana Stephens,28.8399167,-82.316467,2.97688,683.333333,14,6,0.13203621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.80952379,0.022006035,0
3/28/06 0:00,Henderson,Dana Stephens,28.8399167,-82.316467,2.7432,646.666667,16.6666667,4,0.11639959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.79999994,0.029099898,-0.118426756
5/19/06 0:00,Henderson,Dana Stephens,28.8399167,-82.316467,1.6256,916.666667,19,11.3333333,0.1463457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.24561405,0.012912856,0.257269892
7/19/06 0:00,Henderson,Dana Stephens,28.8399167,-82.316467,1.73736,880,17.3333333,14.6666667,0.07414355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.76923087,0.005055242,-0.493367075
10/27/06 0:00,Henderson,Dana Stephens,28.8399167,-82.316467,1.524,740,24.5,13.3333333,0.05199639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.20408163,0.003899729,-0.298706496
11/13/06 0:00,Henderson,Dana Stephens,28.8399167,-82.316467,1.6764,736.666667,20.6666667,10.3333333,0.05294469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.64516125,0.00512368,0.018237805
2/23/06 0:00,Small,Dana Stephens,28.8585,-82.288433,1.26492,980,26.5,2,0.17459603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.98113208,0.087298015,0
7/22/06 0:00,Small,Dana Stephens,28.8585,-82.288433,0.762,1215,31,15,0.06483442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.19354839,0.004322295,-0.6286604
1/3/06 0:00,Tsala Apopka,Dana Stephens,28.8545833,-82.293217,2.21488,803.333333,10.6666667,4.33333333,0.08729986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.31249973,0.020146122,0
4/4/06 0:00,Tsala Apopka,Dana Stephens,28.8545833,-82.293217,2.1844,930,19.6666667,6.33333333,0.09602177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.28813551,0.015161332,0.099907491
5/4/06 0:00,Tsala Apopka,Dana Stephens,28.8545833,-82.293217,1.9304,950,17.3333333,5.33333333,0.01246826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.80769241,0.002337799,-0.870151737
7/6/06 0:00,Tsala Apopka,Dana Stephens,28.8545833,-82.293217,1.60528,1006.66667,20.3333333,11,0.03987485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.50819697,0.003624986,2.198108637
9/9/06 0:00,Tsala Apopka,Dana Stephens,28.8545833,-82.293217,1.70688,1020,21.3333333,21,0.04903059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.81250007,0.00233479,0.229611898
12/3/06 0:00,Tsala Apopka,Dana Stephens,28.8545833,-82.293217,,1033.33333,16,4.66666667,0.09207344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.58333313,0.019730023,0.877877464
1/12/06 0:00,Brooklyn,Dana Stephens,29.8025,-82.031111,2.8956,220,10.5,2,0.06178295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.95238095,0.030891475,0
5/5/06 0:00,Brooklyn,Dana Stephens,29.8025,-82.031111,4.14528,236.666667,9.33333333,1.33333333,0.01862666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3571429,0.013969995,-0.698514558
7/7/06 0:00,Brooklyn,Dana Stephens,29.8025,-82.031111,3.93192,340,8.5,4,0.04913719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0.012284298,1.638003271
9/8/06 0:00,Brooklyn,Dana Stephens,29.8025,-82.031111,2.4384,250,10.5,3.5,0.04503105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.80952381,0.012866014,-0.083564811
11/10/06 0:00,Brooklyn,Dana Stephens,29.8025,-82.031111,2.7432,320,18,5,0.05564176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.77777778,0.011128352,0.23563097
2/22/06 0:00,Hall,Dana Stephens,29.8008611,-81.923028,2.7432,343.333333,5.33333333,1.33333333,0.10005648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.37499998,0.07504236,0
3/29/06 0:00,Hall,Dana Stephens,29.8008611,-81.923028,2.9718,343.333333,9.66666667,1,0.02458061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.51724133,0.02458061,-0.754332653
5/1/06 0:00,Hall,Dana Stephens,29.8008611,-81.923028,2.286,493.333333,13.6666667,3,0.00968529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.09756086,0.00322843,-0.605978452
1/1/06 0:00,Hutchinson,Dana Stephens,29.7479722,-82.017722,4.3688,186.666667,10,2.33333333,0.04285977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6666667,0.018368473,0
3/2/06 0:00,Hutchinson,Dana Stephens,29.7479722,-82.017722,3.9116,210,10.3333333,2,0.0484571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.32258071,0.02422855,0.130596361
6/4/06 0:00,Hutchinson,Dana Stephens,29.7479722,-82.017722,2.794,310,9,15.3333333,0.04580142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.44444444,0.002987049,-0.054804765
11/11/06 0:00,Hutchinson,Dana Stephens,29.7479722,-82.017722,2.6416,253.333333,11,2,0.06562035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.030303,0.032810175,0.432714313
1/24/06 0:00,Twin,Dana Stephens,29.7678889,-81.997694,4.4704,333.333333,7.33333333,1.66666667,0.06095845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.45454543,0.03657507,0
3/24/06 0:00,Twin,Dana Stephens,29.7678889,-81.997694,3.78968,346.666667,7.33333333,2,0.12714999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.27272734,0.063574995,1.085846835
5/21/06 0:00,Twin,Dana Stephens,29.7678889,-81.997694,2.9972,403.333333,9.33333333,,0.02871123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.21428569,,-0.774194005
1/30/06 0:00,Jeffery,Dana Stephens,30.2080833,-82.689944,1.04648,660,15.6666667,5.66666667,0.09912041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.12765948,0.017491837,0
5/20/06 0:00,Jeffery,Dana Stephens,30.2080833,-82.689944,1.25984,620,16.6666667,11.3333333,0.06347023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.19999993,0.005600314,-0.359665381
